Time (sec),Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
1.169999,1.169999,0.4079053,-0.1574205,0.4513408,-0.01583438,788.6835,56.52756,7.994382,-0.2854075,77.87138,95.9453,4.518482,412.6926501,405.6064,76.14901,474.6609384,467.8433,68.42417,80.11994,81.67923,271.0127,37.00069
1.179999,1.179999,0.4114887,-0.1972793,0.4510794,-0.02137939,788.351,56.48934,8.129269,-0.3920242,77.85319,95.9453,4.52303,412.7349058,405.5661,76.59139,478.7877376,471.899,69.19009,80.07171,81.6587,275.7317,37.68876
1.189999,1.189999,0.4150727,-0.2361294,0.4508287,-0.02679358,788.6022,56.45114,8.265375,-0.4997383,77.83499,95.9453,4.527578,413.1089917,405.8529,77.08737,482.9181454,475.9575,69.96096,80.0241,81.63798,280.4913,38.38452
1.199999,1.199999,0.4186599,-0.2739313,0.4505879,-0.03207109,788.8536,56.41295,8.402809,-0.6083629,77.8168,95.9453,4.532127,413.4829408,406.1398,77.57967,487.052257,480.0189,70.73676,79.97718,81.61709,285.2915,39.08801
1.209999,1.209999,0.4222505,-0.3106527,0.4503563,-0.03720657,789.105,56.37474,8.54157,-0.7177102,77.79861,95.9453,4.536675,413.8568407,406.427,78.06778,491.190065,484.0832,71.51744,79.93098,81.59604,290.1323,39.79927
1.219999,1.219999,0.4258445,-0.3462498,0.4501332,-0.04219559,789.3564,56.33652,8.681649,-0.827601,77.78041,95.9453,4.541224,414.2305845,406.7145,78.55121,495.3314676,488.1503,72.30296,79.88558,81.57482,295.0138,40.51838
1.229999,1.229999,0.4294418,-0.3806878,0.4499178,-0.04703217,789.6078,56.29829,8.823042,-0.9378179,77.76221,95.9453,4.545772,414.604252,407.0025,79.02943,499.4765508,492.2203,73.09325,79.84101,81.55347,299.936,41.24536
1.239999,1.239999,0.4330424,-0.4139294,0.4497094,-0.05171157,789.8593,56.26004,8.965737,-1.048158,77.74403,95.9453,4.55032,414.9777156,407.291,79.50186,503.6253127,496.2932,73.88827,79.79733,81.53199,304.8989,41.98027
1.249999,1.249999,0.4366463,-0.4459427,0.4495072,-0.05622872,790.1108,56.22179,9.109733,-1.158402,77.72583,95.9453,4.554869,415.3509568,407.5801,79.96799,507.7777421,500.369,74.68795,79.75459,81.51038,309.9026,42.72315
1.259999,1.259999,0.4402537,-0.4766881,0.4493106,-0.06057923,790.3622,56.18352,9.255021,-1.268338,77.70763,95.9453,4.559417,415.724156,407.8701,80.42733,511.9338304,504.4477,75.49223,79.71284,81.48866,314.9471,43.47405
1.269999,1.269999,0.4438644,-0.5061335,0.4491188,-0.06475773,790.6137,56.14524,9.401587,-1.37772,77.68945,95.9453,4.563965,416.0970798,408.1609,80.87929,516.0935653,508.5293,76.30103,79.67212,81.46685,320.0324,44.23301
1.279999,1.279999,0.4474784,-0.5342384,0.448931,-0.06875984,790.8652,56.10694,9.549423,-1.486316,77.67125,95.9453,4.568513,416.4699013,408.4528,81.32336,520.2569355,512.6138,77.11427,79.6325,81.44495,325.1585,45.00009
1.289999,1.289999,0.4510958,-0.5609789,0.4487467,-0.07258002,791.1167,56.06864,9.698515,-1.593861,77.65306,95.9453,4.573062,416.8423802,408.7457,81.75893,524.4239273,516.7012,77.93186,79.59401,81.42297,330.3255,45.77532
1.299999,1.299999,0.4547165,-0.5863234,0.4485649,-0.07621504,791.3682,56.03032,9.848853,-1.700127,77.63486,95.9453,4.57761,417.2146943,409.0399,82.18553,528.5946279,520.7916,78.75372,79.5567,81.40092,335.5334,46.55875
1.309999,1.309999,0.4583406,-0.6102384,0.4483851,-0.07966053,791.6198,55.99199,10.00042,-1.804857,77.61667,95.9453,4.582159,417.5868146,409.3355,82.60264,532.7690207,524.885,79.57975,79.52063,81.37884,340.7823,47.35041
1.319999,1.319999,0.4619681,-0.6326982,0.4482065,-0.08291204,791.8713,55.95365,10.15322,-1.907779,77.59848,95.9453,4.586707,417.9587028,409.6326,83.0097,536.946992,528.9813,80.40984,79.48582,81.3567,346.0721,48.15036
1.329999,1.329999,0.4655989,-0.6536719,0.4480286,-0.08596597,792.1229,55.9153,10.30722,-2.008632,77.58028,95.9453,4.591255,418.3303339,409.9313,83.40622,541.1286236,533.0806,81.2439,79.45233,81.33454,351.4029,48.95863
1.339999,1.339999,0.469233,-0.6731328,0.4478506,-0.0888181,792.3745,55.87693,10.46242,-2.107136,77.56209,95.9453,4.595804,418.7016658,410.2317,83.79163,545.3139,537.1829,82.08181,79.4202,81.31237,356.7747,49.77526
1.349999,1.349999,0.4728705,-0.6910652,0.447672,-0.09146478,792.6261,55.83855,10.61879,-2.203007,77.5439,95.9453,4.600352,419.0726699,410.5339,84.16543,549.5029003,541.2883,82.92346,79.38947,81.29021,362.1876,50.60029
1.359999,1.359999,0.4765114,-0.7074418,0.4474923,-0.09390395,792.8776,55.80016,10.77634,-2.295998,77.5257,95.9453,4.6049,419.4433312,410.838,84.52719,553.6955065,545.3967,83.76873,79.36017,81.26805,367.6416,51.43375
1.369999,1.369999,0.4801556,-0.7222449,0.4473108,-0.09613187,793.1293,55.76176,10.93502,-2.385809,77.50751,95.9453,4.609448,419.8138123,411.1443,84.87639,557.8917972,549.5082,84.61749,79.33234,81.24592,373.1367,52.27568
1.379999,1.379999,0.4838032,-0.7354558,0.4471271,-0.09814603,793.3809,55.72335,11.09486,-2.472167,77.48932,95.9453,4.613997,420.1838939,411.4527,85.21256,562.0916531,553.6227,85.46962,79.306,81.22382,378.6729,53.12612
1.389999,1.389999,0.4874541,-0.7470582,0.4469407,-0.09994392,793.6326,55.68492,11.25581,-2.554787,77.47112,95.9453,4.618545,420.5536568,411.7634,85.53526,566.2951487,557.7403,86.32497,79.28121,81.20178,384.2503,53.98509
1.399999,1.399999,0.4911084,-0.7570406,0.4467513,-0.1015234,793.8843,55.64648,11.41787,-2.633389,77.45293,95.9453,4.623094,420.923078,412.0765,85.84402,570.5023611,561.8611,87.1834,79.25798,81.17982,389.8689,54.85263
1.409999,1.409999,0.494766,-0.7653978,0.4465584,-0.1028828,794.1359,55.60803,11.58104,-2.707692,77.43474,95.9453,4.627642,421.2921472,412.3921,86.13843,574.7131664,565.985,88.04478,79.23634,81.15792,395.5288,55.72878
1.419999,1.419999,0.498427,-0.7721184,0.4463617,-0.1040213,794.3876,55.56957,11.74528,-2.777443,77.41654,95.9453,4.63219,421.6608689,412.7103,86.41815,578.9276416,570.1121,88.90896,79.2163,81.13612,401.2299,56.61354
1.429999,1.429999,0.5020913,-0.7771962,0.446161,-0.1049376,794.6393,55.5311,11.9106,-2.842359,77.39835,95.9453,4.636739,422.0291325,413.0311,86.68275,583.1457596,574.2424,89.77579,79.1979,81.11443,406.9723,57.50697
1.439999,1.439999,0.5057591,-0.7806295,0.4459561,-0.1056306,794.8911,55.49261,12.07699,-2.902164,77.38016,95.9453,4.641287,422.3970466,413.3547,86.93191,587.3674932,578.3759,90.6451,79.18115,81.09286,412.7561,58.40907
1.449999,1.449999,0.5094302,-0.7824211,0.4457467,-0.1061001,795.1428,55.45411,12.24443,-2.9566,77.36196,95.9453,4.645835,422.7646107,413.6812,87.16525,591.593012,582.5128,91.51675,79.16607,81.07142,418.5812,59.31988
1.459999,1.459999,0.5131047,-0.7825766,0.4455329,-0.1063466,795.3946,55.4156,12.41292,-3.005421,77.34377,95.9453,4.650383,423.1318503,414.0107,87.38251,595.8221927,586.653,92.39057,79.15266,81.05013,424.4477,60.23942
1.469999,1.469999,0.5167827,-0.7810962,0.4453144,-0.1063708,795.6464,55.37708,12.58245,-3.048383,77.32558,95.9453,4.654932,423.4984972,414.343,87.58342,600.0549066,590.7964,93.2664,79.14095,81.02901,430.3557,61.1677
1.479999,1.479999,0.5204639,-0.7779912,0.4450914,-0.1061726,795.8981,55.33854,12.75301,-3.085222,77.30738,95.9453,4.65948,423.8646779,414.6783,87.76772,604.2913228,594.9432,94.14408,79.13092,81.00805,436.3051,62.10476
1.489999,1.489999,0.5241485,-0.7732828,0.4448638,-0.1057535,796.1499,55.29999,12.9246,-3.115717,77.28919,95.9453,4.664029,424.2306167,415.0169,87.93514,608.5313122,599.0933,95.02343,79.12258,80.98727,442.2961,63.05059
1.499999,1.499999,0.5278365,-0.766978,0.4446318,-0.1051165,796.4017,55.26143,13.09721,-3.13968,77.271,95.9453,4.668577,424.5959962,415.3585,88.08562,612.7750437,603.2469,95.90429,79.11593,80.96671,448.3285,64.00523
1.509999,1.509999,0.5315279,-0.7590981,0.4443956,-0.1042625,796.6535,55.22286,13.27085,-3.15687,77.2528,95.9453,4.673125,424.9609529,415.7033,88.21892,617.0223879,607.4039,96.78648,79.11098,80.94635,454.4026,64.96869
1.519999,1.519999,0.5352228,-0.7496732,0.4441553,-0.1031943,796.9054,55.18428,13.44552,-3.167101,77.23461,95.9453,4.677674,425.3254546,416.0513,88.33492,621.2734109,611.5644,97.66983,79.10769,80.92621,460.5182,65.94097
1.529999,1.529999,0.5389209,-0.7387281,0.4439112,-0.101916,797.1572,55.14568,13.62122,-3.170228,77.21642,95.9453,4.682222,425.6895961,416.4026,88.43363,625.528084,615.7284,98.55417,79.10606,80.90631,466.6755,66.92209
1.539999,1.539999,0.5426225,-0.7262896,0.4436637,-0.100431,797.4091,55.10708,13.79795,-3.166076,77.19823,95.9453,4.68677,426.0531642,416.757,88.51498,629.786376,619.8959,99.43932,79.10609,80.88666,472.8744,67.91206
1.549999,1.549999,0.5463275,-0.7123951,0.443413,-0.09874281,797.661,55.06846,13.97571,-3.154491,77.18003,95.9453,4.691319,426.4163581,417.1147,88.57899,634.0483511,624.067,100.3251,79.10773,80.86726,479.1151,68.91088
1.559999,1.559999,0.5500358,-0.6970715,0.4431596,-0.09685667,797.9129,55.02983,14.15453,-3.135371,77.16183,95.9453,4.695867,426.7790833,417.4756,88.62567,638.3140881,628.2418,101.2114,79.11098,80.84814,485.3975,69.91856
1.569999,1.569999,0.5537477,-0.6803679,0.4429038,-0.09477606,798.1647,54.99118,14.33441,-3.10856,77.14365,95.9453,4.700415,427.1413561,417.8397,88.65508,642.5834489,632.4202,102.098,79.1158,80.82928,491.7217,70.93511
1.579999,1.579999,0.5574629,-0.6623259,0.4426461,-0.09250773,798.4167,54.95253,14.51535,-3.074014,77.12545,95.9453,4.704964,427.5032195,418.207,88.6674,646.8564973,636.6023,102.9847,79.12217,80.81074,498.0877,71.96053
1.589999,1.589999,0.5611815,-0.6430017,0.4423871,-0.09005728,798.6686,54.91386,14.69737,-3.031656,77.10725,95.9453,4.709512,427.8646124,418.5774,88.66277,651.1331944,640.7881,103.8713,79.13004,80.79248,504.4956,72.9948
1.599999,1.599999,0.5649036,-0.6224336,0.4421272,-0.08743233,798.9206,54.87518,14.8805,-2.98149,77.08907,95.9453,4.71406,428.2255028,418.9508,88.64146,655.4135231,644.9776,104.7577,79.13937,80.77454,510.9453,74.03795
1.609999,1.609999,0.568629,-0.6006829,0.441867,-0.08463807,799.1726,54.83648,15.06473,-2.923443,77.07087,95.9453,4.718609,428.5861413,419.3274,88.60368,659.6975453,649.1709,105.6437,79.15013,80.75692,517.4371,75.08996
1.619999,1.619999,0.572358,-0.5777953,0.4416069,-0.08168275,799.4246,54.79778,15.2501,-2.857552,77.05267,95.9453,4.723157,428.946218,419.7068,88.54976,663.9852411,653.368,106.5292,79.16227,80.73962,523.9708,76.15083
1.629999,1.629999,0.5760902,-0.5538428,0.4413477,-0.07857274,799.6766,54.75906,15.43661,-2.783803,77.03448,95.9453,4.727705,429.3059076,420.0891,88.48,668.2764769,657.5688,107.414,79.17572,80.72266,530.5464,77.22054
1.639999,1.639999,0.5798258,-0.5288811,0.4410897,-0.07531768,799.9285,54.72034,15.62428,-2.702306,77.01629,95.9453,4.732254,429.6651316,420.4741,88.39489,672.5714279,661.7735,108.298,79.19045,80.70603,537.1642,78.2991
1.649999,1.649999,0.5835648,-0.5029835,0.4408088,-0.07192541,800.1806,54.68159,15.81225,-2.613122,76.9981,95.9453,4.736802,430.0245974,420.8624,88.29493,676.8700425,665.9821,109.1809,79.20639,80.68977,543.824,79.3865
1.659999,1.659999,0.5873073,-0.4762134,0.440529,-0.06840561,800.4326,54.64284,16.00137,-2.516389,76.9799,95.9453,4.74135,430.3836144,421.2532,88.18048,681.1723165,670.1946,110.0627,79.22348,80.67385,550.526,80.48271
1.669999,1.669999,0.5910532,-0.4486526,0.4402522,-0.06476693,800.6847,54.60408,16.1917,-2.412224,76.96171,95.9453,4.745899,430.7423268,421.6465,88.05215,685.4783131,674.4111,110.9432,79.24165,80.65829,557.2701,81.58774
1.679999,1.679999,0.5948027,-0.4203636,0.4399787,-0.06102046,800.9368,54.5653,16.38326,-2.300847,76.94352,95.9453,4.750447,431.1006811,422.0421,87.91054,689.7879147,678.6315,111.8223,79.26083,80.6431,564.0565,82.70157
1.689999,1.689999,0.5985554,-0.3914273,0.4397092,-0.05717468,801.1888,54.52651,16.57605,-2.182397,76.92532,95.9453,4.754995,431.4587136,422.4399,87.75621,694.1011978,682.8559,112.6999,79.28096,80.62827,570.885,83.82418
1.699999,1.699999,0.6023116,-0.3619207,0.4395128,-0.05324014,801.441,54.48771,16.77276,-2.05711,76.90713,95.9453,4.759544,431.8149713,422.8383,87.58962,698.4181284,687.0843,113.5758,79.30196,80.61382,577.7559,84.95556
1.709999,1.709999,0.6060712,-0.3319296,0.4393489,-0.04922764,801.6931,54.44889,16.97189,-1.925247,76.88894,95.9453,4.764092,432.1701282,423.2378,87.41158,702.7386858,691.3167,114.4499,79.32376,80.59975,584.669,86.09569
1.719999,1.719999,0.6098343,-0.3015376,0.4391901,-0.0451491,801.9452,54.41007,17.17243,-1.787131,76.87074,95.9453,4.768641,432.5249771,423.639,87.22301,707.0628509,695.5531,115.3221,79.34627,80.58605,591.6245,87.24454
1.729999,1.729999,0.6136006,-0.2708298,0.4390369,-0.04101585,802.1973,54.37123,17.37439,-1.643087,76.85255,95.9453,4.773189,432.8796043,424.0418,87.02473,711.3906046,699.7935,116.1923,79.3694,80.57273,598.6224,88.40211
1.739999,1.739999,0.6173704,-0.2398834,0.4388896,-0.0368395,802.4495,54.33238,17.5778,-1.493466,76.83436,95.9453,4.777737,433.2338025,424.4458,86.81757,715.7220439,704.038,117.0605,79.39308,80.55978,605.6628,89.56838
1.749999,1.749999,0.6211437,-0.2087981,0.4387484,-0.03263055,802.7017,54.29352,17.78267,-1.3386,76.81616,95.9453,4.782285,433.5878606,424.8511,86.6024,720.0571305,708.2866,117.9265,79.41722,80.54723,612.7457,90.74332
1.759999,1.759999,0.6249203,-0.1776545,0.4386135,-0.02840254,802.9539,54.25464,17.98903,-1.178964,76.79797,95.9453,4.786834,433.9416916,425.2574,86.38018,724.3957662,712.5392,118.7903,79.44173,80.53503,619.8711,91.9269
1.769999,1.769999,0.6287003,-0.1465447,0.438485,-0.02416647,803.2061,54.21576,18.19687,-1.014953,76.77978,95.9453,4.791382,434.2951022,425.6643,86.15184,728.7379319,716.7958,119.6518,79.46651,80.52322,627.0391,93.11911
1.779999,1.779999,0.6324836,-0.1155541,0.438363,-0.01993486,803.4582,54.17686,18.40622,-0.8470488,76.76158,95.9453,4.79593,434.6483945,426.0719,85.91835,733.0837235,721.0565,120.511,79.49149,80.51179,634.2496,94.31992
1.789999,1.789999,0.6362703,-0.08477211,0.4382476,-0.01571935,803.7104,54.13795,18.61709,-0.6757172,76.74339,95.9453,4.800479,435.0014877,426.4799,85.68074,737.4331219,725.3213,121.3678,79.51657,80.50072,641.5029,95.52932
1.799999,1.799999,0.6400605,-0.05429517,0.4381386,-0.01153208,803.9627,54.09902,18.82949,-0.5014721,76.7252,95.9453,4.805027,435.3543884,426.8881,85.44,741.7860291,729.5901,122.2222,79.54165,80.49001,648.7988,96.74727
1.809999,1.809999,0.643854,-0.02420083,0.438036,-0.007386206,804.215,54.06009,19.04342,-0.3248948,76.707,95.9453,4.809576,435.7072336,427.2964,85.1973,746.1425425,733.863,123.0742,79.56665,80.47968,656.1374,97.97375
1.819999,1.819999,0.6476507,0.005404192,0.4379397,-0.003292272,804.4672,54.02114,19.25888,-0.1464783,76.68881,95.9453,4.814124,436.0598176,427.7044,84.95358,750.5026405,738.14,123.9237,79.59146,80.46969,663.5188,99.20874
1.829999,1.829999,0.6514511,0.03444653,0.4378495,0.000735193,804.7195,53.98218,19.47588,0.03308332,76.67062,95.9453,4.818672,436.4122924,428.112,84.71012,754.8663429,742.4211,124.7708,79.616,80.46006,670.943,100.4522
1.839999,1.839999,0.6552547,0.06284066,0.4377651,0.004686199,804.9719,53.94321,19.69442,0.2132719,76.65242,95.9453,4.82322,436.7647597,428.5191,84.46796,759.2336488,746.7063,125.6155,79.64018,80.45076,678.41,101.7041
1.849999,1.849999,0.6590617,0.09049773,0.4376861,0.008549098,805.2241,53.90422,19.91449,0.3934709,76.63423,95.9453,4.827769,437.1170239,428.9253,84.22814,763.6044578,750.9955,126.4578,79.6639,80.44181,685.92,102.9645
1.859999,1.859999,0.6628721,0.1173312,0.4376124,0.0123118,805.4764,53.86523,20.13608,0.5730185,76.61604,95.9453,4.832317,437.4694171,429.3307,83.99191,767.9788675,755.2888,127.2977,79.68708,80.43318,693.4729,104.2333
1.869999,1.869999,0.6666859,0.1432663,0.4375435,0.01596254,805.7288,53.82622,20.35918,0.7512395,76.59784,95.9453,4.836865,437.8216508,429.7348,83.76037,772.3568966,759.5862,128.1353,79.70962,80.42487,701.0688,105.5105
1.879999,1.879999,0.670503,0.1682182,0.437479,0.01949111,805.9812,53.7872,20.58378,0.9275089,76.57965,95.9453,4.841414,438.1739297,430.1376,83.53465,776.7384448,763.8876,128.9706,79.73144,80.41687,708.7076,106.796
1.889999,1.889999,0.6743237,0.1921263,0.4374184,0.02288597,806.2336,53.74817,20.80988,1.101112,76.56145,95.9453,4.845962,438.5261708,430.5388,83.31593,781.123452,768.1929,129.8038,79.75244,80.40916,716.3896,108.0899
1.899999,1.899999,0.6781474,0.2149149,0.4373613,0.02613887,806.486,53.70912,21.03744,1.271468,76.54327,95.9453,4.850511,438.8783561,430.9382,83.10523,785.5121116,772.5023,130.6349,79.77258,80.40173,724.1146,109.392
1.909999,1.909999,0.6819747,0.2365026,0.4373072,0.02923952,806.7383,53.67007,21.26646,1.437878,76.52507,95.9453,4.855059,439.2306731,431.3358,82.90363,789.9043249,776.8157,131.4639,79.79173,80.3946,731.8828,110.7025
1.919999,1.919999,0.6858054,0.256839,0.4372557,0.03217682,806.9907,53.631,21.49691,1.599572,76.50687,95.9453,4.859607,439.5830391,431.7313,82.71235,794.3000318,781.133,132.291,79.80985,80.38772,739.6941,112.0213
1.929999,1.929999,0.6896394,0.27586,0.4372061,0.03494393,807.2432,53.59192,21.72878,1.755975,76.48869,95.9453,4.864155,439.9354089,432.1245,82.5323,798.6992487,785.4542,133.1163,79.82686,80.38109,747.5486,113.3483
1.939999,1.939999,0.6934767,0.293506,0.4371582,0.03753209,807.4956,53.55282,21.96204,1.906391,76.47049,95.9453,4.868704,440.2878722,432.5153,82.36459,803.1020902,789.7794,133.9399,79.84268,80.3747,755.4464,114.6836
1.949998,1.949998,0.6973175,0.3097344,0.4371112,0.0399332,807.7481,53.51372,22.19668,2.050137,76.45229,95.9453,4.873252,440.6404946,432.9036,82.21021,807.5084965,794.1085,134.762,79.85727,80.36854,763.3875,116.0271
1.959998,1.959998,0.7011616,0.3244956,0.4370649,0.0421415,808.0005,53.4746,22.43267,2.186632,76.4341,95.9453,4.8778,440.9931224,433.2891,82.07003,811.9183884,798.4414,135.5827,79.87054,80.36258,771.3719,117.3789
1.969998,1.969998,0.7050092,0.3377495,0.4370187,0.04415018,808.2531,53.43547,22.66999,2.315221,76.41591,95.9453,4.882349,441.3459147,433.6718,81.94502,816.3317796,802.7781,136.4021,79.88247,80.35682,779.3997,118.7388
1.979998,1.979998,0.7088599,0.3494654,0.4369722,0.04595383,808.5056,53.39633,22.90862,2.435308,76.39771,95.9453,4.886897,441.6988027,434.0515,81.83598,820.7487282,807.1186,137.2205,79.89299,80.35124,787.4709,120.1069
1.989998,1.989998,0.7127141,0.3596088,0.4369251,0.04754822,807.957,53.35718,23.14853,2.54631,76.37952,95.9453,4.891446,441.5687448,433.9525,81.65895,825.1643641,811.4581,138.0371,79.90206,80.34583,795.5854,121.4832
1.999998,1.999998,0.7165676,0.3681577,0.436877,0.04892869,807.3194,53.31803,23.38945,2.647635,76.36133,95.9453,4.895994,441.3844225,433.7967,81.49007,829.5782206,815.7961,138.852,79.90964,80.34058,803.7434,122.8676
2.009999,2.009999,0.7204197,0.3750917,0.4368278,0.05009222,806.6818,53.27892,23.63132,2.738767,76.34313,95.9453,4.900542,441.1991733,433.6365,81.33939,833.9901313,820.1324,139.6654,79.9157,80.33546,811.9447,124.2602
2.019999,2.019999,0.7242705,0.3804044,0.4367771,0.05103604,806.0441,53.23983,23.87409,2.819195,76.32494,95.9453,4.905091,441.0131908,433.472,81.20751,838.4002305,824.4671,140.4775,79.92021,80.33047,820.1894,125.6609
2.029999,2.029999,0.7281199,0.3840871,0.4367246,0.05175929,805.4066,53.20078,24.1178,2.888506,76.30675,95.9453,4.909639,440.8263465,433.303,81.09487,842.8084449,828.8001,141.2884,79.92316,80.32559,828.4774,127.0697
2.039999,2.039999,0.7319681,0.3861378,0.4366704,0.05226076,804.7689,53.16175,24.3624,2.946261,76.28856,95.9453,4.914187,440.6386067,433.1294,81.00188,847.2148214,833.1314,142.0984,79.92453,80.32081,836.8087,128.4867
2.049999,2.049999,0.735815,0.3865727,0.4366142,0.05254018,804.1314,53.12276,24.60785,2.992067,76.27036,95.9453,4.918736,440.450046,432.9512,80.92899,851.6193004,837.4609,142.9077,79.92431,80.31609,845.1833,129.9117
2.059999,2.059999,0.7396606,0.3854056,0.4365561,0.05259974,803.4938,53.08379,24.85419,3.025672,76.25217,95.9453,4.923284,440.2607847,432.7685,80.87635,856.0219209,841.7886,143.7165,79.92251,80.31145,853.6013,131.3448
2.069999,2.069999,0.7435048,0.3826433,0.4364959,0.05244134,802.8563,53.04486,25.10139,3.046809,76.23398,95.9453,4.927832,440.0705549,432.581,80.84412,860.4225982,846.1144,144.5249,79.91912,80.30685,862.0624,132.786
2.079998,2.079998,0.7473477,0.3783273,0.4364338,0.05206588,802.2188,53.00597,25.34944,3.055149,76.21578,95.9453,4.932381,439.8794919,432.3888,80.8325,864.8213906,850.4383,145.3332,79.91417,80.30228,870.5668,134.2353
2.089998,2.089998,0.7511893,0.3724845,0.4365018,0.05147813,801.5813,52.9671,25.60608,3.050595,76.19759,95.9453,4.936929,439.6829177,432.1873,80.84062,869.218233,854.7602,146.1416,79.90767,80.29774,879.1144,135.6927
2.099998,2.099998,0.7550296,0.3651632,0.436593,0.05068249,800.9438,52.92826,25.8652,3.033036,76.1794,95.9453,4.941477,439.4845804,431.9802,80.86905,873.6130659,859.08,146.9503,79.89965,80.29319,887.7052,137.1582
