 ,Stage Time (sec),Mach,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),Accel-R (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Vel-R (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
1.379999,1.379999,0.5191494,0,0.4107517,0,739.3831,45.30117,11.72755,0,484.5737645,484.5737645,0.001168286,603.4610149,603.4610149,0.00136474,89.99987,89.99987,397.4586,0.000862041
1.389999,1.389999,0.5233622,0,0.4105328,0,739.6779,45.26473,11.9095,0,485.0694208,485.0694208,0.00117003,608.311709,608.311709,0.00137644,89.99987,89.99987,403.5417,0.000875747
1.399999,1.399999,0.5275795,0,0.4103162,0,739.9728,45.22828,12.09294,0,485.56495,485.56495,0.00117177,613.1673584,613.1673584,0.001388158,89.99987,89.99987,409.6734,0.00088957
1.409999,1.409999,0.5318013,0,0.4101019,0,740.2676,45.19182,12.27789,0,486.06036,486.06036,0.001173507,618.0279619,618.0279619,0.001399893,89.99987,89.99987,415.8537,0.00090351
1.419999,1.419999,0.5360277,0,0.4098897,0,740.5626,45.15534,12.46436,0,486.5557144,486.5557144,0.00117524,622.893519,622.893519,0.001411645,89.99987,89.99987,422.0826,0.000917567
1.429999,1.429999,0.5402586,0,0.4096797,0,740.8575,45.11885,12.65234,0,487.0509336,487.0509336,0.001176969,627.7640282,627.7640282,0.001423415,89.99987,89.99987,428.3603,0.000931743
1.439999,1.439999,0.5444942,0,0.4094719,0,741.1525,45.08234,12.84182,0,487.5461608,487.5461608,0.001178695,632.6394897,632.6394897,0.001435202,89.99987,89.99987,434.6867,0.000946036
1.449999,1.449999,0.5487342,0,0.4092662,0,741.4475,45.04582,13.03282,0,488.0412211,488.0412211,0.001180418,637.5199018,637.5199018,0.001447006,89.99987,89.99987,441.0619,0.000960447
1.459999,1.459999,0.5529788,0,0.4090626,0,741.7426,45.00928,13.22535,0,488.5362337,488.5362337,0.001182137,642.405264,642.405264,0.001458827,89.99987,89.99987,447.4859,0.000974976
1.469999,1.469999,0.557228,0,0.408861,0,742.0377,44.97273,13.41939,0,489.0312145,489.0312145,0.001183854,647.2955761,647.2955761,0.001470666,89.99987,89.99987,453.9589,0.000989624
1.479999,1.479999,0.5614818,0,0.4086615,0,742.3328,44.93616,13.61496,0,489.5260285,489.5260284,0.001185566,652.1908362,652.1908362,0.001482522,89.99987,89.99987,460.4808,0.001004389
1.489999,1.489999,0.5657401,0,0.408464,0,742.6279,44.89959,13.81205,0,490.020755,490.020755,0.001187276,657.0910437,657.0910437,0.001494394,89.99987,89.99987,467.0517,0.001019274
1.499999,1.499999,0.5700029,0,0.4082685,0,742.9232,44.86299,14.01066,0,490.5153861,490.5153861,0.001188982,661.9961974,661.9961974,0.001506284,89.99987,89.99987,473.6717,0.001034277
1.509999,1.509999,0.5742703,0,0.4080749,0,743.2184,44.82639,14.21081,0,491.009906,491.009906,0.001190685,666.9062964,666.9062964,0.001518191,89.99987,89.99987,480.3408,0.0010494
1.519999,1.519999,0.5785423,0,0.4078833,0,743.5137,44.78976,14.41248,0,491.5043623,491.5043623,0.001192385,671.8213399,671.8213399,0.001530115,89.99987,89.99987,487.059,0.001064641
1.529999,1.529999,0.5828189,0,0.4076496,0,743.809,44.75312,14.61412,0,491.9998597,491.9998597,0.001194085,676.7413384,676.7413384,0.001542056,89.99987,89.99987,493.8264,0.001080002
1.539999,1.539999,0.5871,0,0.4073949,0,744.1044,44.71647,14.81641,0,492.4958895,492.4958895,0.001195783,681.6662972,681.6662972,0.001554014,89.99987,89.99987,500.643,0.001095482
1.549999,1.549999,0.5913858,0,0.407142,0,744.3998,44.67981,15.02017,0,492.9919115,492.9919115,0.001197478,686.5962162,686.5962162,0.001565988,89.99987,89.99987,507.509,0.001111082
1.559999,1.559999,0.5956761,0,0.4068909,0,744.6953,44.64313,15.22539,0,493.487846,493.487846,0.001199171,691.5310945,691.5310945,0.00157798,89.99986,89.99986,514.4243,0.001126802
1.569999,1.569999,0.599971,0,0.4066415,0,744.9907,44.60643,15.43209,0,493.9837646,493.9837646,0.00120086,696.470932,696.470932,0.001589989,89.99986,89.99986,521.389,0.001142642
1.579999,1.579999,0.6042705,0,0.4065077,0,745.2862,44.56972,15.64464,0,494.4763771,494.4763771,0.001202539,701.4156957,701.4156957,0.001602014,89.99986,89.99986,528.4032,0.001158602
1.589999,1.589999,0.6085746,0,0.4063673,0,745.5817,44.533,15.85846,0,494.9690612,494.9690612,0.001204217,706.3653862,706.3653862,0.001614056,89.99986,89.99986,535.4669,0.001174682
1.599999,1.599999,0.6128832,0,0.4062288,0,745.8773,44.49626,16.07386,0,495.4616737,495.4616737,0.001205891,711.3200028,711.3200028,0.001626115,89.99986,89.99986,542.5801,0.001190883
1.609999,1.609999,0.6171964,0,0.4060919,0,746.173,44.45951,16.29087,0,495.9542544,495.9542544,0.001207562,716.2795453,716.2795453,0.001638191,89.99986,89.99986,549.7429,0.001207205
1.619999,1.619999,0.6215142,0,0.4059569,0,746.4686,44.42274,16.50946,0,496.4465332,496.4465332,0.001209231,721.2440105,721.2440105,0.001650283,89.99986,89.99986,556.9553,0.001223647
1.629999,1.629999,0.6258366,0,0.4058236,0,746.7643,44.38596,16.72967,0,496.9387563,496.9387563,0.001210896,726.2133979,726.2133979,0.001662392,89.99986,89.99986,564.2175,0.00124021
1.639999,1.639999,0.6301634,0,0.405692,0,747.0601,44.34916,16.95146,0,497.4308046,497.4308046,0.001212559,731.1877059,731.1877059,0.001674518,89.99986,89.99986,571.5294,0.001256895
1.649999,1.649999,0.634495,0,0.4055621,0,747.3559,44.31236,17.17486,0,497.9226859,497.9226859,0.001214219,736.1669326,736.1669326,0.00168666,89.99986,89.99986,578.8911,0.001273701
1.659999,1.659999,0.6388311,0,0.4054338,0,747.6517,44.27553,17.39987,0,498.4143925,498.4143925,0.001215876,741.1510764,741.1510764,0.001698819,89.99986,89.99986,586.3026,0.001290628
1.669999,1.669999,0.6431718,0,0.4053073,0,747.9476,44.23869,17.6265,0,498.905956,498.905956,0.001217531,746.1401359,746.1401359,0.001710994,89.99986,89.99986,593.764,0.001307677
1.679999,1.679999,0.6475171,0,0.4051823,0,748.2435,44.20184,17.85472,0,499.397432,499.397432,0.001219183,751.1341101,751.1341101,0.001723186,89.99986,89.99986,601.2753,0.001324848
1.689999,1.689999,0.6518669,0,0.405059,0,748.5394,44.16497,18.08457,0,499.8886618,499.8886617,0.001220832,756.1329966,756.1329966,0.001735394,89.99986,89.99986,608.8367,0.001342141
1.699999,1.699999,0.6562213,0,0.4049373,0,748.8354,44.12809,18.31603,0,500.3798358,500.3798358,0.001222479,761.1367948,761.1367948,0.001747619,89.99986,89.99986,616.4481,0.001359556
1.709999,1.709999,0.6605803,0,0.4048172,0,749.1313,44.09119,18.54912,0,500.8707317,500.8707317,0.001224123,766.1455021,766.145502,0.00175986,89.99986,89.99986,624.1095,0.001377093
1.719999,1.719999,0.6649439,0,0.4046986,0,749.4274,44.05428,18.78382,0,501.3615641,501.3615641,0.001225765,771.1591176,771.1591176,0.001772118,89.99986,89.99986,631.8211,0.001394753
1.729999,1.729999,0.6693121,0,0.4045816,0,749.3795,44.01736,19.02016,0,501.6007456,501.6007456,0.001226826,776.1751249,776.1751249,0.001784386,89.99986,89.99986,639.5829,0.001412536
1.739999,1.739999,0.6736827,0,0.4044662,0,748.9875,43.98042,19.25799,0,501.5877438,501.5877438,0.001227304,781.1910023,781.1910022,0.001796659,89.99986,89.99986,647.3948,0.001430441
1.749999,1.749999,0.6780534,0,0.4043524,0,748.5956,43.9435,19.49721,0,501.5735659,501.5735659,0.001227777,786.2067378,786.2067378,0.001808937,89.99986,89.99986,655.2568,0.001448469
1.759999,1.759999,0.6824245,0,0.4042403,0,748.2036,43.9066,19.73781,0,501.5580687,501.5580687,0.001228243,791.2223184,791.2223184,0.001821219,89.99986,89.99986,663.1691,0.00146662
1.769999,1.769999,0.6867957,0,0.4041297,0,747.8117,43.86972,19.97978,0,501.5413714,501.5413714,0.001228704,796.237732,796.237732,0.001833506,89.99986,89.99986,671.1315,0.001484893
1.779999,1.779999,0.6911672,0,0.4040207,0,747.4199,43.83286,20.22314,0,501.5234424,501.5234424,0.001229159,801.2529663,801.2529663,0.001845798,89.99986,89.99986,679.144,0.00150329
1.789999,1.789999,0.6955388,0,0.4039133,0,747.028,43.79602,20.46787,0,501.5041622,501.5041622,0.001229608,806.2680078,806.2680078,0.001858094,89.99986,89.99986,687.2067,0.001521809
1.799999,1.799999,0.6999106,0,0.4038074,0,746.6362,43.7592,20.71395,0,501.4836662,501.4836662,0.001230051,811.2828443,811.2828443,0.001870394,89.99986,89.99986,695.3195,0.001540452
1.809999,1.809999,0.7042825,0,0.4037031,0,746.2445,43.7224,20.96142,0,501.4620416,501.4620416,0.001230489,816.2974647,816.2974646,0.001882699,89.99986,89.99986,703.4825,0.001559217
1.819999,1.819999,0.7086546,0,0.4036002,0,745.8527,43.68562,21.21025,0,501.4389548,501.4389548,0.00123092,821.3118541,821.3118541,0.001895008,89.99986,89.99986,711.6956,0.001578106
1.829999,1.829999,0.7130268,0,0.4034988,0,745.4611,43.64885,21.46043,0,501.4148188,501.4148188,0.001231347,826.3260022,826.3260022,0.001907322,89.99986,89.99986,719.9589,0.001597118
1.839999,1.839999,0.7173992,0,0.403399,0,745.0695,43.61211,21.71199,0,501.3892763,501.3892763,0.001231767,831.3398948,831.3398948,0.00191964,89.99986,89.99986,728.2723,0.001616252
1.849999,1.849999,0.7217718,0,0.4033005,0,744.6779,43.57539,21.9649,0,501.3624542,501.3624542,0.001232181,836.3535192,836.3535192,0.001931961,89.99986,89.99986,736.6358,0.00163551
1.859999,1.859999,0.7261444,0,0.4032035,0,744.2863,43.53869,22.21917,0,501.3345354,501.3345354,0.001232591,841.3668645,841.3668645,0.001944287,89.99986,89.99986,745.0495,0.001654892
1.869999,1.869999,0.7305172,0,0.4031079,0,743.8948,43.50201,22.47477,0,501.3052496,501.3052496,0.001232994,846.3799169,846.3799169,0.001956617,89.99986,89.99986,753.5133,0.001674396
1.879999,1.879999,0.7348902,0,0.4030136,0,743.5033,43.46534,22.73174,0,501.2747082,501.2747082,0.001233392,851.3926638,851.3926638,0.001968951,89.99986,89.99986,762.0272,0.001694024
1.889999,1.889999,0.7392631,0,0.4029208,0,743.1119,43.4287,22.99005,0,501.2429747,501.2429747,0.001233784,856.4050935,856.4050935,0.001981289,89.99986,89.99986,770.5912,0.001713775
1.899999,1.899999,0.7436362,0,0.4029237,0,742.7205,43.39207,23.25515,0,501.2058609,501.2058609,0.001234162,861.417152,861.417152,0.001993631,89.99986,89.99986,779.2054,0.00173365
1.909999,1.909999,0.7480093,0,0.4029974,0,742.329,43.35547,23.52577,0,501.1643522,501.1643522,0.001234526,866.4287954,866.4287954,0.002005976,89.99986,89.99986,787.8698,0.001753648
1.919999,1.919999,0.7523823,0,0.4030713,0,741.9377,43.31889,23.79787,0,501.1214527,501.1214527,0.001234885,871.4400098,871.4400098,0.002018325,89.99986,89.99986,796.5842,0.001773769
1.929999,1.929999,0.7567554,0,0.4031451,0,741.5464,43.28232,24.07144,0,501.0771546,501.0771546,0.001235239,876.4507812,876.4507812,0.002030677,89.99986,89.99986,805.3487,0.001794014
1.939999,1.939999,0.7611287,0,0.4032189,0,741.1552,43.24578,24.34647,0,501.0315212,501.0315212,0.001235586,881.4610963,881.4610963,0.002043033,89.99986,89.99986,814.1633,0.001814383
1.949998,1.949998,0.7655017,0,0.4032928,0,740.764,43.20925,24.62297,0,500.9845448,500.9845448,0.001235928,886.4709417,886.4709417,0.002055392,89.99986,89.99986,823.028,0.001834875
1.959998,1.959998,0.7698748,0,0.4033667,0,740.3728,43.17274,24.90094,0,500.9361379,500.9361379,0.001236264,891.4803029,891.4803029,0.002067755,89.99986,89.99986,831.9428,0.001855491
1.969998,1.969998,0.7742477,0,0.4034406,0,739.9816,43.13626,25.18035,0,500.8863084,500.8863084,0.001236594,896.4891659,896.4891659,0.002080121,89.99986,89.99986,840.9077,0.00187623
1.979998,1.979998,0.7786207,0,0.4035145,0,739.5906,43.09979,25.46123,0,500.8351597,500.8351597,0.001236919,901.4975174,901.4975174,0.00209249,89.99986,89.99986,849.9227,0.001897093
1.989998,1.989998,0.7829936,0,0.4035884,0,739.1995,43.06335,25.74356,0,500.7825963,500.7825963,0.001237238,906.5053432,906.5053432,0.002104862,89.99986,89.99986,858.9877,0.00191808
1.999998,1.999998,0.7873665,0,0.4036624,0,738.8084,43.02692,26.02734,0,500.7286104,500.7286104,0.001237552,911.5126292,911.5126292,0.002117238,89.99986,89.99986,868.1028,0.001939191
2.009999,2.009999,0.7917393,0,0.4037364,0,738.4174,42.99052,26.31255,0,500.6732496,500.6732496,0.00123786,916.5193616,916.5193616,0.002129617,89.99986,89.99986,877.2681,0.001960425
2.019999,2.019999,0.7961119,0,0.4038105,0,738.0265,42.95413,26.59921,0,500.6164345,500.6164345,0.001238162,921.5255258,921.5255258,0.002141998,89.99986,89.99986,886.4833,0.001981783
2.029999,2.029999,0.8004845,0,0.4038845,0,737.6356,42.91776,26.88731,0,500.5583557,500.5583557,0.001238459,926.5311093,926.5311093,0.002154383,89.99986,89.99986,895.7487,0.002003265
2.039999,2.039999,0.804857,0,0.4039586,0,737.2446,42.88142,27.17685,0,500.4988305,500.4988305,0.001238751,931.5360975,931.5360975,0.00216677,89.99986,89.99986,905.064,0.002024871
2.049999,2.049999,0.8092293,0,0.4040326,0,736.8538,42.84509,27.46782,0,500.4379225,500.4379225,0.001239036,936.5404766,936.5404766,0.002179161,89.99986,89.99986,914.4294,0.0020466
2.059999,2.059999,0.8136015,0,0.4041067,0,736.463,42.80878,27.76023,0,500.3756556,500.3756556,0.001239317,941.544233,941.544233,0.002191554,89.99986,89.99986,923.8449,0.002068454
2.069999,2.069999,0.8179736,0,0.4041809,0,736.0722,42.77249,28.05405,0,500.3119581,500.3119581,0.001239592,946.5473525,946.5473525,0.00220395,89.99986,89.99986,933.3104,0.002090431
2.079998,2.079998,0.8223455,0,0.404255,0,735.6815,42.73622,28.34929,0,500.2468459,500.2468459,0.001239861,951.5498209,951.5498209,0.002216348,89.99986,89.99986,942.8259,0.002112533
2.089998,2.089998,0.8267172,0,0.4043292,0,735.2908,42.69997,28.64594,0,500.1804066,500.1804066,0.001240126,956.5516248,956.5516248,0.00222875,89.99986,89.99986,952.3914,0.002134758
2.099998,2.099998,0.8310888,0,0.4044034,0,734.9002,42.66375,28.94403,0,500.1124653,500.1124653,0.001240384,961.5527494,961.5527494,0.002241153,89.99986,89.99986,962.0069,0.002157108
2.109998,2.109998,0.8354602,0,0.4044776,0,734.5095,42.62754,29.24351,0,500.0432126,500.0432126,0.001240638,966.5531814,966.5531814,0.00225356,89.99986,89.99986,971.6724,0.002179581
2.119998,2.119998,0.8398315,0,0.4045518,0,734.119,42.59135,29.54441,0,499.9725374,499.9725374,0.001240885,971.5529066,971.5529066,0.002265969,89.99986,89.99986,981.3879,0.002202179
2.129998,2.129998,0.8442025,0,0.404626,0,733.7285,42.55518,29.8467,0,499.9004635,499.9004635,0.001241128,976.5519112,976.5519112,0.00227838,89.99986,89.99986,991.1534,0.002224901
2.139998,2.139998,0.8485733,0,0.4047003,0,733.3379,42.51903,30.15039,0,499.826959,499.826959,0.001241365,981.5501806,981.5501806,0.002290794,89.99986,89.99986,1000.969,0.002247746
2.149998,2.149998,0.8529439,0,0.4047746,0,732.9474,42.4829,30.45548,0,499.7520479,499.7520479,0.001241597,986.547701,986.547701,0.00230321,89.99986,89.99986,1010.834,0.002270716
2.159998,2.159998,0.8573143,0,0.4048488,0,732.557,42.44679,30.76197,0,499.6758096,499.6758096,0.001241824,991.544459,991.544459,0.002315628,89.99986,89.99986,1020.75,0.00229381
2.169998,2.169998,0.8616844,0,0.4049232,0,732.1666,42.4107,31.06982,0,499.5981408,499.5981408,0.001242045,996.5404403,996.5404403,0.002328048,89.99986,89.99986,1030.715,0.002317029
2.179998,2.179998,0.8660544,0,0.4049975,0,731.7762,42.37463,31.37908,0,499.5189699,499.5189699,0.001242261,1001.53563,1001.53563,0.002340471,89.99986,89.99986,1040.731,0.002340371
2.189998,2.189998,0.8704239,0,0.4050719,0,731.3859,42.33858,31.6897,0,499.4385434,499.4385434,0.001242472,1006.530015,1006.530015,0.002352896,89.99986,89.99986,1050.796,0.002363838
2.199998,2.199998,0.8747932,0,0.4051462,0,730.9956,42.30255,32.00171,0,499.3566545,499.3566545,0.001242677,1011.523582,1011.523582,0.002365322,89.99986,89.99986,1060.911,0.002387429
2.209998,2.209998,0.8791623,0,0.4052206,0,730.6053,42.26653,32.31507,0,499.2733749,499.2733749,0.001242877,1016.516315,1016.516315,0.002377751,89.99986,89.99986,1071.076,0.002411145
2.219998,2.219998,0.8835311,0,0.405295,0,730.2151,42.23054,32.62982,0,499.1886886,499.1886886,0.001243072,1021.508202,1021.508202,0.002390182,89.99986,89.99986,1081.292,0.002434985
2.229998,2.229998,0.8878996,0,0.4053695,0,729.825,42.19457,32.94593,0,499.102548,499.102548,0.001243262,1026.499227,1026.499227,0.002402615,89.99986,89.99986,1091.557,0.002458949
2.239998,2.239998,0.8922678,0,0.4054439,0,729.4348,42.15862,33.2634,0,499.0150086,499.0150086,0.001243446,1031.489377,1031.489377,0.002415049,89.99986,89.99986,1101.871,0.002483037
2.249998,2.249998,0.8966356,0,0.4055183,0,729.0447,42.12269,33.5822,0,498.9261739,498.9261739,0.001243626,1036.478639,1036.478639,0.002427485,89.99986,89.99986,1112.236,0.00250725
2.259998,2.259998,0.9010032,0,0.4056035,0,728.6547,42.08678,33.90326,0,498.8351457,498.8351457,0.001243799,1041.46699,1041.46699,0.002439923,89.99986,89.99986,1122.651,0.002531587
2.269998,2.269998,0.9053703,0,0.4063711,0,728.2646,42.05088,34.28327,0,498.6984205,498.6984205,0.001243862,1046.453974,1046.453974,0.002452362,89.99986,89.99986,1133.115,0.002556048
2.279998,2.279998,0.9097367,0,0.4081903,0,727.8746,42.01501,34.7552,0,498.4906546,498.4906546,0.001243758,1051.438881,1051.438881,0.002464799,89.99986,89.99986,1143.63,0.002580634
2.289998,2.289998,0.9141018,0,0.4110601,0,727.4846,41.97916,35.32139,0,498.2096466,498.2096466,0.001243479,1056.420977,1056.420977,0.002477234,89.99986,89.99986,1154.194,0.002605344
2.299998,2.299998,0.918465,0,0.414979,0,727.0947,41.94332,35.98417,0,497.8536161,497.8536161,0.001243023,1061.399513,1061.399513,0.002489664,89.99986,89.99986,1164.808,0.002630179
2.309998,2.309998,0.9228253,0,0.4199443,0,726.7048,41.90751,36.74573,0,497.4205605,497.4205605,0.001242383,1066.373719,1066.373719,0.002502088,89.99986,89.99986,1175.472,0.002655137
2.319998,2.319998,0.9271824,0,0.4252938,0,726.3149,41.87171,37.55006,0,496.9535462,496.9535462,0.001241662,1071.343254,1071.343254,0.002514505,89.99986,89.99986,1186.185,0.00268022
2.329998,2.329998,0.931536,0,0.4302435,0,725.9251,41.83594,38.32823,0,496.5057484,496.5057484,0.001240983,1076.308312,1076.308312,0.002526915,89.99986,89.99986,1196.948,0.002705428
2.339998,2.339998,0.9358861,0,0.4351891,0,725.5354,41.80018,39.11491,0,496.0504563,496.0504563,0.001240285,1081.268816,1081.268816,0.002539318,89.99986,89.99986,1207.761,0.002730759
2.349998,2.349998,0.9402326,0,0.4401307,0,725.1456,41.76445,39.9101,0,495.5874872,495.5874872,0.001239566,1086.224691,1086.224691,0.002551713,89.99986,89.99986,1218.623,0.002756214
2.359998,2.359998,0.9445757,0,0.4450683,0,724.7559,41.72874,40.71386,0,495.1170078,495.1170078,0.001238828,1091.175861,1091.175861,0.002564102,89.99986,89.99986,1229.535,0.002781793
2.369998,2.369998,0.9489151,0,0.4500018,0,724.3663,41.69304,41.5261,0,494.638907,494.638907,0.001238069,1096.12225,1096.12225,0.002576482,89.99986,89.99986,1240.496,0.002807496
2.379998,2.379998,0.9532507,0,0.454931,0,723.9766,41.65736,42.34689,0,494.1531371,494.1531371,0.001237291,1101.063781,1101.063781,0.002588855,89.99986,89.99986,1251.507,0.002833323
2.389998,2.389998,0.9575826,0,0.4598559,0,723.587,41.62171,43.17622,0,493.6596981,493.6596981,0.001236492,1106.000378,1106.000378,0.00260122,89.99986,89.99986,1262.567,0.002859273
2.399998,2.399998,0.9619109,0,0.4647768,0,723.1974,41.58607,44.01412,0,493.1585899,493.1585899,0.001235672,1110.931964,1110.931964,0.002613577,89.99986,89.99986,1273.676,0.002885347
2.409998,2.409998,0.9662351,0,0.469693,0,722.8079,41.55045,44.86052,0,492.6499,492.6499,0.001234833,1115.858462,1115.858462,0.002625925,89.99986,89.99986,1284.835,0.002911544
2.419998,2.419998,0.9705554,0,0.4746047,0,722.4184,41.51485,45.71547,0,492.1334059,492.1334059,0.001233973,1120.779796,1120.779796,0.002638265,89.99986,89.99986,1296.043,0.002937865
2.429998,2.429998,0.9748716,0,0.4795118,0,722.029,41.47928,46.57894,0,491.6091949,491.6091949,0.001233093,1125.695888,1125.695888,0.002650596,89.99986,89.99986,1307.3,0.00296431
2.439998,2.439998,0.9791839,0,0.4844145,0,721.6395,41.44372,47.45097,0,491.0772433,491.0772433,0.001232192,1130.606661,1130.606661,0.002662918,89.99986,89.99986,1318.606,0.002990877
2.449998,2.449998,0.983492,0,0.4893124,0,721.2501,41.40818,48.33147,0,490.5374796,490.5374796,0.001231271,1135.512035,1135.512035,0.00267523,89.99986,89.99986,1329.961,0.003017568
2.459998,2.459998,0.9877958,0,0.4942054,0,720.8608,41.37266,49.22052,0,489.989999,489.989999,0.00123033,1140.411935,1140.411935,0.002687534,89.99986,89.99986,1341.365,0.003044382
2.469998,2.469998,0.9920953,0,0.4990935,0,720.4714,41.33717,50.11806,0,489.4347062,489.4347062,0.001229368,1145.306282,1145.306282,0.002699827,89.99986,89.99986,1352.818,0.003071319
2.479998,2.479998,0.9963904,0,0.5039766,0,720.0822,41.30169,51.02409,0,488.8715694,488.8715694,0.001228385,1150.194998,1150.194998,0.002712111,89.99986,89.99986,1364.32,0.003098378
2.489998,2.489998,1.000681,0,0.5088546,0,719.6929,41.26623,51.93864,0,488.3006285,488.3006285,0.001227382,1155.078004,1155.078004,0.002724385,89.99986,89.99986,1375.871,0.003125561
