# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
6.6385,1565.3,138.57,-35.493,150.02,35.498,387.98,0.091444,387.98,0.013504,57.506,0.63671,33,107,32.132,0.76789,0,-0.0093284,9.4812e-6,67.92,0,7.5787,0.058194,38.216,26.747,5.0974,0.14092,3839576,0,1.9044,0.56191,0.56291,0.43816,0.0011699,0.12258,0.1818,0.92825,2.1833e-5,0,0,0,0,-0.001688,0.018908,2.25,3.9761,61.63,0.021963,NaN,52.516,948.55,1109.6,0.05,0.062517
6.6885,1572.2,136.79,-35.416,148.38,35.421,390.86,0.092861,390.86,0.013612,57.472,0.62397,33,107,32.132,0.77236,0,-0.0051446,9.2673e-6,67.92,0,7.5787,0.058194,38.214,26.747,5.0964,0.13928,3794241,0,1.8598,0.56184,0.56286,0.43818,0.0011425,0.12252,0.18288,0.93205,-3.4461e-4,0,0,0,0,-5.2556e-4,0.018712,2.25,3.9761,61.5,0.022258,NaN,52.491,948.32,1109.6,0.05,0.062768
6.7385,1579,135.02,-35.391,146.74,35.394,393.73,0.094288,393.73,0.013721,57.444,0.49648,33,107,32.132,0.86971,0,-5.217e-4,8.3159e-6,67.92,0,7.5787,0.058194,38.17,26.747,5.0767,0.13742,3742972,0,1.8107,0.56177,0.56305,0.4382,0.0011119,0.12246,0.20665,1.0494,3.7752e-4,0,0,0,0,-5.5519e-6,0.018517,2.25,3.9761,61.448,0.022571,NaN,52.467,948.08,1109.5,0.05,0.063003
6.7885,1585.7,133.26,-35.209,145.1,35.215,396.6,0.095725,396.6,0.013829,57.416,0.67057,33,107,32.132,0.70497,0,0.0039138,7.2696e-6,67.92,0,7.5787,0.058194,38.244,26.747,5.1096,0.13579,3697948,0,1.766,0.5617,0.56255,0.43822,0.0010853,0.1224,0.16648,0.85044,4.2686e-4,0,0,0,0,3.2001e-4,0.018322,2.25,3.9761,61.48,0.022891,NaN,52.443,947.86,1109.5,0.05,0.063274
6.8385,1592.3,131.5,-34.951,143.48,34.965,399.47,0.097172,399.47,0.013937,57.375,0.99431,33,107,32.132,0.3914,0,0.0068757,5.6788e-6,67.92,0,7.5787,0.058194,38.387,26.747,5.1734,0.13428,3655930,0,1.7244,0.56164,0.56191,0.43824,0.0010609,0.12234,0.091358,0.472,-2.7322e-4,0,0,0,0,0.0010102,0.018129,2.25,3.9761,61.58,0.023238,NaN,52.419,947.63,1109.5,0.05,0.063525
6.8885,1598.9,129.76,-34.617,141.86,34.649,402.34,0.098629,402.34,0.014045,57.313,1.4854,33,107,32.132,0.10146,0,-0.0077093,-1.9638e-5,67.92,0,7.5787,0.058194,38.523,26.747,5.2338,0.13295,3619118,0,1.6891,0.56159,0.56161,0.43825,0.0010397,0.1223,0.023425,0.12342,3.074e-4,0,0,0,0,-0.0012956,0.017936,2.25,3.9761,61.715,0.023641,NaN,52.396,947.41,1109.5,0.05,0.063775
6.9385,1605.3,128.04,-34.202,140.25,34.271,405.2,0.1001,405.2,0.014154,57.223,2.1712,33,107,32.132,0.77637,0,-0.0055212,-1.0806e-5,67.92,0,7.5787,0.058194,38.21,26.747,5.0948,0.13188,3589396,0,1.6645,0.56155,0.56257,0.43827,0.0010228,0.12226,0.18381,0.93689,8.5865e-5,0,0,0,0,-6.7536e-4,0.017744,2.25,3.9761,61.839,0.02408,NaN,52.373,947.19,1109.4,0.05,0.064013
6.9885,1611.7,126.34,-33.989,138.65,34.077,408.06,0.10157,408.06,0.014262,57.105,2.4497,33,107,32.132,1.0809,0,-6.435e-4,-9.8705e-6,67.92,0,7.5787,0.058194,38.074,26.747,5.0343,0.13044,3549600,0,1.6306,0.5615,0.56345,0.43828,0.0010004,0.12221,0.25876,1.3026,3.3691e-4,0,0,0,0,-9.3779e-6,0.017552,2.25,3.9761,61.897,0.024502,NaN,52.35,946.97,1109.4,0.05,0.064313
7.0385,1617.9,124.65,-33.821,137.05,33.924,410.91,0.10306,410.91,0.01437,56.978,2.6415,33,107,32.132,1.3076,0,0.0051995,-1.056e-5,67.92,0,7.5787,0.058194,37.975,26.747,4.9901,0.12903,3510604,0,1.5975,0.56144,0.56428,0.4383,9.7857e-4,0.12216,0.31561,1.5739,4.3562e-4,0,0,0,0,6.2576e-4,0.017361,2.25,3.9761,61.858,0.024875,NaN,52.328,946.76,1109.4,0.05,0.064572
7.0885,1624.1,122.96,-33.648,135.46,33.769,413.76,0.10455,413.76,0.014478,56.84,2.8534,33,107,32.132,1.5491,0,0.01206,-1.1465e-5,67.92,0,7.5787,0.058194,37.871,26.747,4.9439,0.12778,3476220,0,1.5694,0.5614,0.56534,0.43831,9.596e-4,0.12212,0.37714,1.8612,-2.9543e-4,0,0,0,0,0.0034322,0.017171,2.25,3.9761,61.704,0.02522,NaN,52.306,946.55,1109.4,0.05,0.064802
7.1385,1630.2,121.28,-33.604,133.88,33.72,416.6,0.10605,416.6,0.014586,56.698,2.7935,33,107,32.132,1.5446,0,0.019436,-1.0706e-5,67.92,0,7.5787,0.058194,37.872,26.747,4.9446,0.1264,3437867,0,1.535,0.56134,0.56526,0.43833,9.3861e-4,0.12208,0.37596,1.8499,4.4726e-4,0,0,0,0,0.0091122,0.016981,2.25,3.9761,61.42,0.025465,NaN,52.284,946.34,1109.3,0.05,0.06503
7.1885,1636.3,119.6,-33.68,132.3,33.772,419.43,0.10757,419.43,0.014694,56.565,2.4877,33,107,32.132,1.3006,0,0.026008,-1.0324e-5,67.92,0,7.5787,0.058194,37.977,26.747,4.9911,0.12486,3395471,0,1.4944,0.56129,0.56409,0.43835,9.1565e-4,0.12203,0.31378,1.5491,4.9995e-4,0,0,0,0,0.016722,0.016792,2.25,3.9761,61.009,0.025625,NaN,52.263,946.13,1109.3,0.05,0.065248
7.2385,1642.2,117.91,-33.632,130.73,33.722,422.25,0.10909,422.25,0.014803,56.443,2.453,33,107,32.132,1.2964,0,0.031645,-1.2377e-5,67.92,0,7.5787,0.058194,37.979,26.747,4.9918,0.12376,3365009,0,1.4677,0.56125,0.56404,0.43836,8.994e-4,0.12199,0.31273,1.5359,-1.1611e-4,0,0,0,0,0.025199,0.016604,2.25,3.9761,60.49,0.025723,NaN,52.241,945.93,1109.3,0.05,0.065463
7.2885,1648,116.23,-33.716,129.16,33.785,425.07,0.11062,425.07,0.014911,56.326,2.1636,33,107,32.132,1.0297,0,0.036829,-1.1597e-5,67.92,0,7.5787,0.058194,38.095,26.747,5.0436,0.12244,3328768,0,1.4337,0.5612,0.56298,0.43837,8.8021e-4,0.12195,0.24599,1.2063,3.8995e-4,0,0,0,0,0.034869,0.016417,2.25,3.9761,59.872,0.025745,NaN,52.221,945.73,1109.3,0.05,0.065673
7.3385,1653.8,114.54,-33.968,127.6,34.004,427.89,0.11217,427.89,0.01502,56.232,1.5719,33,107,32.132,0.40672,0,0.039899,-7.8535e-6,67.92,0,7.5787,0.058194,38.377,26.747,5.169,0.12076,3282363,0,1.3903,0.56114,0.56143,0.43839,8.5585e-4,0.1219,0.094946,0.44861,1.7778e-4,0,0,0,0,0.042078,0.016231,2.25,3.9761,59.177,0.025704,NaN,52.2,945.54,1109.3,0.05,0.065889
7.3885,1659.5,112.84,-34.064,126.04,34.089,430.7,0.11372,430.7,0.015128,56.161,1.3092,33,107,32.132,0.1014,0,0.04065,-3.5485e-6,67.92,0,7.5787,0.058194,38.52,26.747,5.2326,0.1195,3247740,0,1.3605,0.5611,0.56112,0.4384,8.3797e-4,0.12186,0.023401,0.077425,-2.7857e-4,0,0,0,0,0.044603,0.016047,2.25,3.9761,58.45,0.025668,NaN,52.18,945.34,1109.2,0.05,0.066114
7.4385,1665.1,111.13,-34.115,124.49,34.134,433.5,0.11528,433.5,0.015236,56.1,1.1428,33,107,32.132,0.1078,0,-0.040595,8.6024e-6,67.92,0,7.5787,0.058194,38.517,26.747,5.2312,0.11837,3216503,0,1.3345,0.56106,0.56108,0.43842,8.2202e-4,0.12182,0.024882,0.17598,-3.1653e-4,0,0,0,0,-0.045338,0.015863,2.25,3.9761,57.718,0.025627,NaN,52.16,945.15,1109.2,0.05,0.066336
7.4885,1670.6,109.43,-34.038,122.94,34.06,436.31,0.11685,436.31,0.015345,56.043,1.2087,33,107,32.132,0.034958,0,-0.040037,-1.0095e-4,67.92,0,7.5787,0.058194,38.552,26.747,5.2465,0.1176,3195066,0,1.3168,0.56103,0.56103,0.43842,8.1124e-4,0.1218,0.0080467,0.086954,-4.4996e-4,0,0,0,0,-0.044681,0.015681,2.25,3.9761,56.992,0.025606,NaN,52.14,944.96,1109.2,0.05,0.066554
7.5385,1676,107.72,-34.217,121.4,34.228,439.11,0.11843,439.11,0.015453,55.989,0.83923,33,107,32.132,0.5114,0,-0.039054,7.4132e-6,67.92,0,7.5787,0.058194,38.328,26.747,5.1471,0.11608,3153415,0,1.2838,0.56098,0.56143,0.43844,7.9026e-4,0.12175,0.11983,0.66004,1.0665e-4,0,0,0,0,-0.043634,0.015499,2.25,3.9761,56.278,0.02557,NaN,52.121,944.78,1109.2,0.05,0.066769
7.5885,1681.4,106.01,-34.229,119.87,34.237,441.9,0.12002,441.9,0.015562,55.951,0.76053,33,107,32.132,0.62696,0,-0.036495,7.6743e-6,67.92,0,7.5787,0.058194,38.275,26.747,5.1235,0.11499,3123206,0,1.2598,0.56094,0.56161,0.43845,7.7527e-4,0.12172,0.14754,0.79441,9.3008e-5,0,0,0,0,-0.038834,0.015318,2.25,3.9761,55.597,0.025542,NaN,52.102,944.6,1109.1,0.05,0.06698
7.6385,1686.6,104.3,-34.286,118.34,34.292,444.7,0.12162,444.7,0.01567,55.916,0.60785,33,107,32.132,0.84136,0,-0.033683,1.0037e-5,67.92,0,7.5787,0.058194,38.178,26.747,5.0802,0.11369,3087537,0,1.2324,0.5609,0.5621,0.43846,7.5772e-4,0.12168,0.19956,1.0481,-3.9127e-4,0,0,0,0,-0.033841,0.015139,2.25,3.9761,54.965,0.02553,NaN,52.083,944.42,1109.1,0.05,0.067195
7.6885,1691.8,102.58,-34.44,116.82,34.441,447.5,0.12324,447.5,0.015779,55.893,0.30902,33,107,32.132,1.2582,0,-0.029744,1.3278e-5,67.92,0,7.5787,0.058194,37.993,26.747,4.9982,0.11203,3041953,0,1.1993,0.56085,0.56348,0.43848,7.3552e-4,0.12163,0.30299,1.5418,1.1203e-4,0,0,0,0,-0.027178,0.01496,2.25,3.9761,54.392,0.02556,NaN,52.064,944.24,1109.1,0.05,0.067407
7.7385,1696.9,100.86,-34.29,115.3,34.293,450.29,0.12486,450.29,0.015887,55.876,0.46722,33,107,32.132,1.056,0,-0.025256,1.307e-5,67.92,0,7.5787,0.058194,38.081,26.747,5.0375,0.11108,3015853,0,1.1773,0.56082,0.56268,0.43849,7.2304e-4,0.1216,0.25243,1.2919,8.7373e-5,0,0,0,0,-0.019932,0.014783,2.25,3.9761,53.898,0.025643,NaN,52.046,944.07,1109.1,0.05,0.067617
7.7885,1701.9,99.148,-34.216,113.8,34.22,453.08,0.12649,453.08,0.015995,55.85,0.49996,33,107,32.132,1.0154,0,-0.021653,1.3814e-5,67.92,0,7.5787,0.058194,38.099,26.747,5.0454,0.10982,2981290,0,1.1502,0.56078,0.5625,0.4385,7.0661e-4,0.12157,0.24236,1.2381,-2.8376e-4,0,0,0,0,-0.014988,0.014607,2.25,3.9761,53.476,0.025772,NaN,52.029,943.9,1109.1,0.05,0.067849
7.8385,1706.8,97.438,-34.204,112.3,34.207,455.88,0.12813,455.88,0.016103,55.827,0.43468,33,107,32.132,1.1114,0,-0.017948,1.5298e-5,67.92,0,7.5787,0.058194,38.056,26.747,5.0264,0.10828,2939092,0,1.1185,0.56073,0.56279,0.43852,6.8677e-4,0.12152,0.26619,1.3481,1.3261e-4,0,0,0,0,-0.010593,0.014431,2.25,3.9761,53.119,0.025947,NaN,52.011,943.73,1109,0.05,0.068088
7.8885,1711.6,95.73,-34.098,110.81,34.102,458.67,0.12978,458.67,0.016212,55.804,0.49973,33,107,32.132,1.0095,0,-0.014287,1.6115e-5,67.92,0,7.5787,0.058194,38.101,26.747,5.0463,0.10691,2901587,0,1.0895,0.56068,0.56239,0.43853,6.6939e-4,0.12149,0.24088,1.2227,9.5244e-5,0,0,0,0,-0.0068852,0.014258,2.25,3.9761,52.83,0.026174,NaN,51.994,943.57,1109,0.05,0.06831
7.9385,1716.4,94.026,-34.068,109.33,34.071,461.46,0.13144,461.46,0.01632,55.779,0.44875,33,107,32.132,1.0783,0,-0.010932,1.7142e-5,67.92,0,7.5787,0.058194,38.071,26.747,5.0327,0.10523,2855408,0,1.0555,0.56063,0.56258,0.43854,6.4825e-4,0.12144,0.25792,1.3024,1.5887e-4,0,0,0,0,-0.0041621,0.014085,2.25,3.9761,52.603,0.026452,NaN,51.977,943.41,1109,0.05,0.068534
7.9885,1721,92.327,-33.875,107.86,33.881,464.24,0.1331,464.24,0.016427,55.754,0.6276,33,107,32.132,0.77259,0,-0.0078424,1.7981e-5,67.92,0,7.5787,0.058194,38.207,26.747,5.0932,0.10396,2820706,0,1.0283,0.56059,0.5616,0.43856,6.3263e-4,0.12141,0.18273,0.93242,-3.2381e-4,0,0,0,0,-0.0021944,0.013913,2.25,3.9761,52.435,0.026786,NaN,51.96,943.25,1109,0.05,0.068776
8.0385,1725.6,90.64,-33.565,106.39,33.579,467.03,0.13478,467.03,0.016535,55.714,0.97635,33,107,32.132,0.15286,0,-0.0063399,2.6316e-5,67.92,0,7.5787,0.058194,38.493,26.747,5.2205,0.10307,2796296,0,1.0089,0.56057,0.56061,0.43856,6.218e-4,0.12138,0.035327,0.18543,2.1276e-4,0,0,0,0,-0.001459,0.013743,2.25,3.9761,52.311,0.027156,NaN,51.944,943.09,1109,0.05,0.069316
8.0885,1730.1,88.967,-33.41,104.94,33.428,469.82,0.13647,469.82,0.016643,55.661,1.1021,33,107,32.132,0.12065,0,0.0064078,7.5248e-7,67.92,0,7.5787,0.058194,38.508,26.747,5.2271,0.1017,2758755,0,0.98195,0.56053,0.56055,0.43858,6.0525e-4,0.12134,0.027848,0.14416,2.0696e-4,0,0,0,0,0.0015309,0.013574,2.25,3.9761,52.197,0.027542,NaN,51.928,942.94,1109,0.05,0.069563
8.1385,1734.5,87.296,-33.471,103.5,33.484,472.6,0.13817,472.6,0.016751,55.61,0.9087,33,107,32.132,0.16715,0,-0.0064691,3.5766e-5,67.92,0,7.5787,0.058194,38.486,26.747,5.2172,0.099563,2700397,0,0.94086,0.56046,0.56051,0.4386,5.7987e-4,0.12129,0.038649,0.20303,-4.3418e-5,0,0,0,0,-0.0016282,0.013406,2.25,3.9761,52.08,0.027952,NaN,51.912,942.79,1108.9,0.05,0.069837
8.1885,1738.8,85.629,-33.109,102.07,33.136,475.38,0.13987,475.38,0.016858,55.557,1.3435,33,107,32.132,0.67884,0,0.0068356,-1.5273e-5,67.92,0,7.5787,0.058194,38.248,26.747,5.1117,0.098964,2683839,0,0.93062,0.56045,0.56123,0.4386,5.7287e-4,0.12127,0.15998,0.81581,2.6508e-4,0,0,0,0,0.00184,0.01324,2.25,3.9761,51.964,0.02841,NaN,51.897,942.64,1108.9,0.05,0.070042
8.2385,1743.1,83.979,-32.932,100.65,32.967,478.15,0.14159,478.15,0.016966,55.483,1.5085,33,107,32.132,1.0436,0,0.009492,-1.6482e-5,67.92,0,7.5787,0.058194,38.085,26.747,5.0389,0.097761,2650909,0,0.90962,0.56041,0.56224,0.43861,5.5893e-4,0.12124,0.24925,1.2525,3.278e-4,0,0,0,0,0.0036359,0.013074,2.25,3.9761,51.818,0.028875,NaN,51.882,942.5,1108.9,0.05,0.070258
8.2885,1747.2,82.338,-32.681,99.242,32.73,480.92,0.14331,480.92,0.017074,55.402,1.7875,33,107,32.132,1.6006,0,0.012985,-1.8307e-5,67.92,0,7.5787,0.058194,37.843,26.747,4.9316,0.096906,2627419,0,0.89736,0.56039,0.56458,0.43862,5.4913e-4,0.12122,0.39006,1.917,-3.0756e-4,0,0,0,0,0.0069251,0.01291,2.25,3.9761,51.618,0.029325,NaN,51.867,942.36,1108.9,0.05,0.070464
