# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
36.082,838.96,-41.679,-5.3904e-4,41.689,0.71299,340.8,0.27303,340.8,0.045904,15.25,0.71299,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037477,1041406,0,18.863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055828,NaN,NaN,NaN,NaN,14.688,55.032,973.47,1112.4,0.5,0.090648
36.582,818.12,-41.673,0.012676,41.68,0.22641,333.2,0.27226,333.2,0.046818,15.137,0.22606,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037467,1041711,0,18.866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055618,NaN,NaN,NaN,NaN,14.964,55.106,974.21,1112.5,0.5,0.090735
37.082,797.29,-41.661,0.024351,41.676,0.39534,325.68,0.27149,325.68,0.047762,14.94,0.39459,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.03746,1042132,0,18.874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055546,NaN,NaN,NaN,NaN,14.632,55.18,974.96,1112.5,0.5,0.090828
37.582,776.46,-41.649,0.024005,41.662,0.24714,318.18,0.27072,318.18,0.048749,15.063,0.24597,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037445,1042308,0,18.873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055418,NaN,NaN,NaN,NaN,15.265,55.255,975.7,1112.6,0.5,0.090917
38.082,755.64,-41.617,0.062679,41.698,1.5689,310.45,0.26994,310.45,0.04982,15.846,1.5676,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037475,1043745,0,18.918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055475,NaN,NaN,NaN,NaN,17.097,55.329,976.45,1112.7,0.5,0.09101
38.582,734.83,-41.619,-0.0040458,41.617,0.084802,302.52,0.26916,302.52,0.050978,15.889,0.084706,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037399,1042246,0,18.856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055903,NaN,NaN,NaN,NaN,15.963,55.403,977.19,1112.8,0.5,0.091105
39.082,714.03,-41.581,0.077083,41.695,1.9381,294.33,0.26837,294.33,0.052242,16.857,1.9365,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037466,1044710,0,18.938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055931,NaN,NaN,NaN,NaN,18.398,55.477,977.94,1112.9,0.5,0.091212
39.087,713.8,-39.943,289.43,41.638,289.92,294.24,0.26836,294.24,0.052257,16.762,16.88,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037412,1043808,0,188.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056488,NaN,NaN,NaN,NaN,14.675,55.551,978.68,1113,0.0056582,0.091368
39.094,713.56,-38.305,264.58,39.995,265.02,294.13,0.26835,294.13,0.052273,16.668,15.195,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.035936,1002637,0,174.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054629,NaN,NaN,NaN,NaN,14.717,55.552,978.69,1113,0.0061899,0.091459
39.1,713.31,-36.667,240.73,38.353,241.11,294.02,0.26834,294.02,0.052291,16.575,13.577,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.03446,961463,0,160.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052782,NaN,NaN,NaN,NaN,14.762,55.553,978.7,1113,0.0068035,0.091552
39.108,713.04,-35.03,217.88,36.71,218.22,293.9,0.26833,293.9,0.052312,16.484,12.09,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.032985,920296,0,146.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050948,NaN,NaN,NaN,NaN,14.803,55.554,978.71,1113,0.0075174,0.09164
39.116,712.75,-33.392,196.09,35.078,196.46,293.76,0.26832,293.76,0.052334,16.384,11.952,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.031517,879371,0,134.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049129,NaN,NaN,NaN,NaN,14.65,55.555,978.72,1113,0.0083501,0.091731
39.126,712.45,-31.755,175.31,33.446,175.71,293.61,0.26831,293.61,0.052359,16.274,11.828,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.030052,838484,0,121.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0047319,NaN,NaN,NaN,NaN,14.481,55.556,978.73,1113,0.0093361,0.09182
39.136,712.12,-30.12,155.53,31.817,155.97,293.44,0.26829,293.44,0.052387,16.151,11.717,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.028588,797649,0,110.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0045518,NaN,NaN,NaN,NaN,14.292,55.557,978.74,1113,0.010517,0.091918
39.148,711.77,-28.485,136.77,30.191,137.26,293.24,0.26828,293.24,0.052418,16.012,11.622,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.027127,756882,0,99.361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0043726,NaN,NaN,NaN,NaN,14.079,55.558,978.75,1113,0.011951,0.092009
39.162,711.39,-26.852,119.02,28.568,119.58,293.02,0.26827,293.02,0.052455,15.854,11.545,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.025669,716205,0,88.968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041943,NaN,NaN,NaN,NaN,13.837,55.559,978.76,1113,0.013718,0.092107
39.178,710.98,-25.22,102.17,26.926,102.65,292.77,0.26825,292.77,0.052497,15.695,9.9372,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.024193,675038,0,79.034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040166,NaN,NaN,NaN,NaN,13.867,55.561,978.77,1113,0.015981,0.092199
39.197,710.51,-23.587,86.287,25.279,86.669,292.48,0.26823,292.48,0.052546,15.541,8.1332,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.022713,633761,0,69.663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038411,NaN,NaN,NaN,NaN,13.963,55.562,978.79,1113,0.018927,0.092292
39.22,709.99,-21.953,71.403,23.632,71.692,292.12,0.26821,292.12,0.052606,15.394,6.4286,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.021233,592472,0,60.881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036687,NaN,NaN,NaN,NaN,14.077,55.564,978.81,1113,0.022882,0.092401
39.248,709.39,-20.32,57.562,21.996,57.837,291.69,0.26819,291.69,0.05268,15.234,5.6388,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.019763,551466,0,52.745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035,NaN,NaN,NaN,NaN,14.014,55.566,978.83,1113,0.028363,0.092499
39.284,708.68,-18.69,44.734,20.364,45.02,291.14,0.26816,291.14,0.052774,15.049,5.0708,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.018297,510562,0,45.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033336,NaN,NaN,NaN,NaN,13.894,55.568,978.85,1113,0.036438,0.092599
39.333,707.81,-17.083,33.104,18.79,33.788,290.41,0.26813,290.41,0.052899,14.721,6.7615,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.016883,471107,0,38.492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003169,NaN,NaN,NaN,NaN,13.113,55.57,978.87,1113,0.048551,0.092721
39.403,706.67,-15.502,22.428,17.193,23.273,289.39,0.26808,289.39,0.053077,14.283,6.2151,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.015448,431078,0,32.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029958,NaN,NaN,NaN,NaN,12.775,55.574,978.9,1113,0.070485,0.092837
39.53,704.8,-13.902,12.599,15.533,12.914,287.6,0.26801,287.6,0.053394,13.923,2.8319,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.013956,389463,0,26.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028167,NaN,NaN,NaN,NaN,13.302,55.578,978.94,1113,0.12703,0.09293
39.906,699.84,-12.462,3.8301,13.925,4.3634,282.51,0.26784,282.51,0.054319,13.137,2.0905,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.012511,349159,0,21.142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026484,NaN,NaN,NaN,NaN,13.116,55.584,979.01,1113,0.37595,0.093045
40.328,694.3,-13.809,-3.1939,12.498,3.889,276.78,0.26765,276.78,0.055407,14.073,2.2189,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011229,313423,0,17.034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024483,NaN,NaN,NaN,NaN,14.093,55.602,979.19,1113,0.42181,0.09314
40.499,692.01,-13.079,4.2823,14.19,9.6223,274.25,0.26757,274.25,0.055901,15.542,8.6169,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.012749,355903,0,21.962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002658,NaN,NaN,NaN,NaN,17.341,55.622,979.39,1113,0.17048,0.093242
40.748,688.75,-13.003,0.30216,13.344,6.569,270.17,0.26746,270.17,0.056722,17.181,6.562,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011989,334692,0,19.422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027743,NaN,NaN,NaN,NaN,18.189,55.63,979.47,1113,0.24972,0.093351
41.056,684.74,-13.087,-0.27008,13.183,5.3262,265.13,0.2673,265.13,0.057767,15.542,5.3194,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011844,330687,0,18.959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029678,NaN,NaN,NaN,NaN,15.01,55.642,979.58,1113.1,0.30799,0.093449
41.556,678.17,-13.162,-0.15093,13.147,3.0812,257.74,0.26705,257.74,0.059365,14.004,3.0775,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011811,329809,0,18.857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027749,NaN,NaN,NaN,NaN,14.284,55.656,979.73,1113.1,0.5,0.093544
42.056,671.6,-13.121,0.081178,13.164,0.5599,250.81,0.26681,250.81,0.060952,13.727,0.55398,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011826,330288,0,18.909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026005,NaN,NaN,NaN,NaN,13.778,55.679,979.96,1113.1,0.5,0.093641
42.32,668.16,-13,0.45832,13.357,6.2147,246.97,0.26669,246.97,0.061872,15.363,6.1978,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011999,335177,0,19.471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025658,NaN,NaN,NaN,NaN,16.222,55.703,980.2,1113.1,0.26396,0.093738
42.82,661.58,-13.315,-0.62865,13.03,2.2169,239.55,0.26645,239.55,0.06373,14.3,2.1259,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011706,327005,0,18.532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027474,NaN,NaN,NaN,NaN,14.486,55.715,980.32,1113.1,0.5,0.093833
43.141,657.36,-12.927,1.2082,13.462,5.1081,234.7,0.2663,234.7,0.065008,15.893,4.9632,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.012093,337891,0,19.784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002646,NaN,NaN,NaN,NaN,16.282,55.738,980.56,1113.2,0.32114,0.093936
43.641,650.77,-13.446,-1.0381,12.93,1.2382,226.84,0.26605,226.84,0.067198,15.556,0.67499,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011615,324576,0,18.254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028058,NaN,NaN,NaN,NaN,15.614,55.754,980.71,1113.2,0.5,0.094002
44.141,644.24,-12.691,1.5099,13.447,1.5577,219.02,0.26579,219.02,0.069532,15.747,0.38274,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.012079,337605,0,19.746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028021,NaN,NaN,NaN,NaN,15.71,55.777,980.94,1113.2,0.5,0.094067
44.641,637.62,-13.756,-2.1306,12.703,2.4909,211.3,0.26554,211.3,0.072001,15.102,1.2903,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011411,318972,0,17.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002772,NaN,NaN,NaN,NaN,15.202,55.8,981.18,1113.2,0.5,0.094131
45.045,632.34,-12.473,3.1825,13.791,4.0679,205.42,0.26533,205.42,0.074007,14.08,2.5337,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.012388,346370,0,20.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027716,NaN,NaN,NaN,NaN,14.116,55.824,981.41,1113.3,0.40326,0.094215
45.496,626.39,-13.875,-3.1084,12.499,3.6375,199.26,0.26512,199.26,0.076233,13.228,1.8892,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011227,313953,0,17.071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025582,NaN,NaN,NaN,NaN,13.269,55.843,981.6,1113.3,0.45097,0.09429
45.887,621.25,-12.402,3.7605,13.893,4.1902,193.94,0.26495,193.94,0.078273,13.952,1.8484,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.012479,349015,0,21.094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025694,NaN,NaN,NaN,NaN,13.944,55.864,981.81,1113.3,0.39149,0.094364
46.342,615.25,-13.981,-3.4694,12.41,3.6053,187.49,0.26474,187.49,0.080903,14.398,0.9804,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011147,311789,0,16.833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002538,NaN,NaN,NaN,NaN,14.377,55.882,982,1113.3,0.455,0.09443
46.685,610.71,-12.496,4.3338,14.003,4.7886,182.44,0.26459,182.44,0.083094,15.096,2.0368,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.012577,351868,0,21.436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027081,NaN,NaN,NaN,NaN,15.18,55.904,982.21,1113.3,0.34257,0.094493
47.185,604.09,-14.012,-3.0314,12.501,3.1245,174.8,0.26434,174.8,0.086647,15.474,0.75672,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011228,314153,0,17.085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026802,NaN,NaN,NaN,NaN,15.422,55.92,982.37,1113.4,0.5,0.094557
47.34,601.97,-13.159,5.4852,14.408,10.547,172.5,0.26426,172.5,0.087775,14.073,9.0085,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.012941,362149,0,22.702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028338,NaN,NaN,NaN,NaN,12.119,55.943,982.61,1113.4,0.15553,0.094628
47.84,595.42,-13.063,0.19147,13.182,1.9456,165.7,0.26403,165.7,0.091293,13.105,1.9361,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.01184,331360,0,19.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026083,NaN,NaN,NaN,NaN,13.286,55.951,982.69,1113.4,0.5,0.094725
48.34,588.85,-13.225,-0.32429,13.065,0.58574,159.09,0.26381,159.09,0.09501,13.349,0.48778,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011734,328452,0,18.671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024912,NaN,NaN,NaN,NaN,13.306,55.974,982.92,1113.4,0.5,0.094825
48.84,582.3,-12.938,0.57554,13.267,2.6608,152.09,0.2636,152.09,0.099302,14.648,2.5978,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011915,333590,0,19.257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025312,NaN,NaN,NaN,NaN,14.4,55.998,983.16,1113.4,0.5,0.094923
49.282,576.52,-13.254,-0.71529,13.024,3.7132,145.27,0.2634,145.27,0.10389,16.258,3.6436,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011697,327540,0,18.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026585,NaN,NaN,NaN,NaN,16.149,56.021,983.39,1113.5,0.44179,0.095022
49.574,572.7,-12.94,1.0742,13.436,5.6276,140.76,0.26325,140.76,0.10715,14.647,5.5241,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.012066,337928,0,19.757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028722,NaN,NaN,NaN,NaN,14.053,56.042,983.6,1113.5,0.29149,0.095116
49.889,568.6,-13.094,-0.48567,13.113,5.2056,135.89,0.2631,135.89,0.11093,16.281,5.1829,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011776,329843,0,18.821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026587,NaN,NaN,NaN,NaN,16.767,56.055,983.73,1113.5,0.31513,0.095211
50.389,562.04,-13.165,-0.14314,13.098,0.87691,127.86,0.26284,127.86,0.11779,15.848,0.86515,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011763,329506,0,18.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002864,NaN,NaN,NaN,NaN,15.927,56.07,983.88,1113.5,0.5,0.095308
50.816,556.45,-12.984,0.42335,13.255,3.8416,121.44,0.26262,121.44,0.12391,14.218,3.8182,33,107,32.135,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011904,333507,0,19.238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028169,NaN,NaN,NaN,NaN,14.305,56.093,984.11,1113.6,0.42702,0.095403
51.316,549.88,-13.294,-0.62006,13.007,1.9663,114.56,0.26238,114.56,0.13122,13.285,1.866,33,107,32.136,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.01168,327305,0,18.527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026118,NaN,NaN,NaN,NaN,13.449,56.113,984.31,1113.6,0.5,0.0955
51.816,543.34,-12.864,0.86031,13.298,1.1513,107.82,0.26216,107.82,0.13931,13.667,0.76506,33,107,32.136,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011941,334678,0,19.369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025294,NaN,NaN,NaN,NaN,13.594,56.137,984.55,1113.6,0.5,0.095599
52.067,540.09,-13.013,-0.592,13.135,6.5332,104.19,0.26205,104.19,0.14411,15.301,6.5063,33,107,32.136,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011795,330633,0,18.901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025394,NaN,NaN,NaN,NaN,16.321,56.16,984.78,1113.6,0.25109,0.0957
52.536,533.95,-13.169,-0.33267,13.091,3.4948,96.621,0.26183,96.621,0.15526,16.934,3.4789,33,107,32.136,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011755,329536,0,18.775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002741,NaN,NaN,NaN,NaN,16.725,56.172,984.9,1113.6,0.46939,0.095802
53.036,527.4,-13.008,0.32219,13.199,2.2258,88.429,0.26156,88.43,0.16947,15.833,2.2024,33,107,32.136,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011852,332321,0,19.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029485,NaN,NaN,NaN,NaN,16.041,56.194,985.12,1113.7,0.5,0.095901
53.536,520.84,-13.232,-0.44816,13.043,2.3763,80.805,0.2613,80.805,0.18528,14.666,2.3336,33,107,32.136,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011712,328441,0,18.646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028041,NaN,NaN,NaN,NaN,14.875,56.217,985.35,1113.7,0.5,0.096008
54.036,514.31,-12.901,0.66161,13.269,2.5345,73.166,0.26106,73.166,0.20443,15.889,2.4467,33,107,32.136,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011914,334177,0,19.301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026822,NaN,NaN,NaN,NaN,15.654,56.24,985.59,1113.7,0.5,0.096129
54.536,507.75,-13.346,-0.88954,12.963,3.1861,65.604,0.26081,65.604,0.22778,14.359,3.0594,33,107,32.136,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.011639,326521,0,18.424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028035,NaN,NaN,NaN,NaN,14.626,56.264,985.82,1113.7,0.5,0.09624
54.871,503.36,-12.854,1.4691,13.474,4.8949,60.529,0.26064,60.53,0.24671,15.924,4.6693,33,107,32.136,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.012098,339458,0,19.911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026552,NaN,NaN,NaN,NaN,16.215,56.287,986.05,1113.8,0.33513,0.096342
